Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,qual_periods
Ross Stripling,TOR,1.3800000000000008,-0.06000000000000005,1.33,1.25,1.8000000000000007,-0.6999999999999997,2.299999999999999,0.08099999999999999,0.3800000000000001,0.07499999999999998,-9.299999999999997,40,38,17,1.6,1.4700000000000002,0.13,0.6499999999999995,0.22999999999999998,2
Sandy Alcantara,MIA,-0.16000000000000014,-0.010000000000000009,-0.08000000000000007,-0.57,0.3000000000000007,0.10000000000000009,0.20000000000000107,-0.028999999999999998,-0.13,-0.017999999999999988,7.8999999999999915,-39,-19,5,-1.52,-0.7800000000000002,-0.7400000000000001,0.2200000000000002,0.040000000000000036,2
Sean Manaea,SDP,1.209999999999999,0.8899999999999997,-0.1200000000000001,-0.44000000000000017,1.6999999999999993,1.5,0.09999999999999964,0.023999999999999994,0.24,0.055999999999999994,-2.200000000000003,23,-14,-11,0.9299999999999997,-0.6100000000000003,1.54,-0.46999999999999975,-0.15000000000000036,2
Shane Baz,TBR,-0.7400000000000002,-0.8900000000000001,0.75,0.55,-4.900000000000002,-3.1000000000000005,-1.6999999999999993,0.10899999999999999,0.49,0.12399999999999997,-0.7999999999999972,44,12,-18,1.6399999999999997,0.4300000000000006,1.21,-0.69,-0.10999999999999988,2
Shane Bieber,CLE,-1.7799999999999994,0.7000000000000002,-2.9,-1.11,-4.600000000000001,2.1000000000000005,-6.699999999999999,-0.069,-0.21999999999999997,-0.08099999999999996,-23.499999999999993,25,-22,6,0.96,-0.8299999999999996,1.79,0.22999999999999998,0.30000000000000027,2
Shane McClanahan,TBR,0.8199999999999985,-0.77,5.33,-1.01,4.100000000000001,-2.2,6.300000000000004,0.015999999999999986,-0.040000000000000036,0.07900000000000001,2.700000000000003,12,-51,-26,0.4700000000000001,-1.8999999999999997,2.3699999999999997,-1.0100000000000002,-0.76,2
Shohei Ohtani,LAA,5.199999999999999,0.75,0.5,0,11.700000000000003,1.5,10.2,0.035,0.24,0.118,-4.700000000000003,1,-23,-31,0.04999999999999999,-0.8999999999999999,0.96,-1.16,-0.8,2
Spencer Strider,ATL,1.2899999999999991,-0.020000000000000018,0.5800000000000001,-1.2,6.100000000000001,0.2999999999999998,5.799999999999997,-0.033,-0.16000000000000003,0.020999999999999963,29.4,-95,-51,-11,-4.01,-2.09,-1.9199999999999997,-0.42999999999999994,-0.47,2
Taijuan Walker,NYM,-1.8100000000000005,-0.41999999999999993,0.08000000000000007,0.08000000000000002,-2.900000000000002,-0.6999999999999993,-2.099999999999998,-0.066,-0.3500000000000001,-0.10900000000000001,19.400000000000006,-51,17,12,-1.9499999999999997,0.6699999999999999,-2.62,0.5,0.18000000000000016,2
Tarik Skubal,DET,-2.4299999999999997,0.33000000000000007,-1.04,-0.47,-5.599999999999998,1,-6.6,-0.05099999999999999,-0.19999999999999996,-0.08900000000000002,1.9000000000000057,-49,-5,4,-1.9299999999999997,-0.1899999999999995,-1.7499999999999998,0.16999999999999993,0.5499999999999998,2
Tony Gonsolin,LAD,0.03000000000000025,-1.01,3.58,-0.49,-0.6999999999999993,-3.1999999999999997,2.400000000000002,0.092,0.28,0.146,-25.5,41,-34,-19,1.6400000000000001,-1.4000000000000004,3.04,-0.7799999999999998,-0.43999999999999995,2
Trevor Rogers,MIA,0.09999999999999964,-0.20000000000000018,0.10000000000000009,-1,3.1999999999999993,1,2.1999999999999993,-0.07699999999999999,-0.5,-0.059,2,-61,-28,-12,-2.4,-1.1400000000000001,-1.2599999999999998,-0.5300000000000002,-0.41000000000000014,2
Trevor Williams,NYM,1.1300000000000008,-2.06,3.6,-0.56,6.399999999999999,-4.699999999999999,11.100000000000001,-0.08700000000000002,-0.62,-0.097,4.799999999999997,-44,-43,-21,-1.69,-1.7500000000000004,0.07000000000000006,-0.8699999999999997,-1.3600000000000003,2
Triston McKenzie,CLE,0.6300000000000008,0.1299999999999999,0.040000000000000036,-2.09,6.399999999999999,1.5,4.899999999999999,-0.11699999999999999,-0.64,-0.08700000000000002,-7,-68,-76,-25,-2.63,-2.89,0.27,-0.96,-0.79,2
Tyler Anderson,LAD,-0.9300000000000006,-1.53,1.2000000000000002,0.15999999999999992,-1.8999999999999986,-4,2,0.067,0.09999999999999987,0.06899999999999998,23.400000000000006,-39,-10,-17,-1.5700000000000003,-0.43999999999999995,-1.13,-0.7000000000000002,-0.23000000000000043,2
Tyler Mahle,CIN,-1.8800000000000008,2.57,-6.27,0.68,-5.600000000000001,6.9,-12.500000000000002,-0.03,0.09999999999999987,-0.08300000000000002,-7.099999999999994,40,59,46,1.7199999999999998,2.5200000000000005,-0.8099999999999999,1.9199999999999995,1.6600000000000001,2
Tyler Wells,BAL,1.9799999999999995,-1.91,2.76,0.6699999999999999,6.899999999999999,-4.7,11.6,-0.018000000000000016,-0.30999999999999994,-0.026000000000000023,-5.599999999999994,22,2,-25,0.8799999999999999,0.10000000000000009,0.7899999999999999,-0.9900000000000002,-1.3400000000000003,2
Yu Darvish,SDP,4.4799999999999995,0.6,-0.6699999999999999,1.01,10.200000000000003,1.4,8.8,0.095,0.5200000000000001,0.14400000000000002,-23.599999999999994,87,1,-29,3.44,0.010000000000000231,3.43,-1.1800000000000002,-0.8900000000000001,2
Zac Gallen,ARI,-2.4299999999999997,0.52,-1.1400000000000001,-0.1499999999999999,-5.5,1.7000000000000002,-7.199999999999999,0.021999999999999992,0.1100000000000001,0.010000000000000009,-8.199999999999989,49,4,17,2.04,0.17999999999999972,1.8599999999999999,0.6800000000000002,0.9499999999999997,2
Zach Plesac,CLE,1.5600000000000005,1.6800000000000002,-1.75,-1.13,3.6000000000000014,4.4,-0.7000000000000011,0.025999999999999995,0.29000000000000004,0.08100000000000002,-9.899999999999991,14,-43,-10,0.5500000000000003,-1.6700000000000004,2.2199999999999998,-0.4099999999999997,-0.1800000000000006,2
Zach Thompson,PIT,-1.7800000000000002,-1.0799999999999996,-0.1100000000000001,-1.38,-4.799999999999999,-3,-1.9,0.02099999999999999,-0.020000000000000018,0.055999999999999994,-12.099999999999994,8,-48,-1,0.30000000000000027,-1.9699999999999998,2.27,-0.03000000000000025,0.16999999999999993,2
Zack Wheeler,PHI,-1.9499999999999993,-0.1200000000000001,-0.8300000000000001,0.9199999999999999,-6.399999999999999,-0.5,-5.899999999999999,0.017999999999999988,0.07999999999999996,-0.027000000000000024,8,41,44,26,1.6800000000000002,1.85,-0.16000000000000003,1.1,0.9499999999999997,2
