Name,Team,PA,BB%,K%,BB/K,Barrel%,HardHit%,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,wSB,wRC,wRAA,wOBA,wRC+,R,H,BB,HR,RBI,SB,qual_periods
Miguel Rojas,MIA,-7,0.6000000000000005,-7,0.3,2.1,4.699999999999999,-0.02400000000000002,-0.02899999999999997,0.04400000000000004,0.014000000000000012,0.06800000000000002,0.5,-0.05599999999999994,0,0,-0.09999999999999998,0,-0.1,-0.0010000000000000009,0,1,-3,0,0,-4,-1,2
Myles Straw,CLE,-13,3.2,-13.3,0.71,2.1,7.199999999999999,0.14,0.14099999999999996,0.16599999999999998,0.30700000000000005,0.026000000000000002,-2.1000000000000005,0.13200000000000003,0,-0.09999999999999998,-0.10000000000000003,6,7.7,0.13000000000000003,91,-3,6,1,0,4,0,2
Franchy Cordero,BOS,7,-3.4000000000000004,4.900000000000006,-0.13999999999999999,1.8000000000000007,-28.4,0.1,0.04799999999999993,0.21800000000000005,0.266,0.11800000000000001,-0.10000000000000009,0.182,0,0,-0.30000000000000004,5,3.8,0.09399999999999994,66,2,6,-1,1,2,1,2
Amed Rosario,CLE,6,6,1.4000000000000004,0.37,1.6,-2.6000000000000014,-0.059,-0.016000000000000014,-0.12900000000000006,-0.14500000000000002,-0.07,-5.8999999999999995,-0.06000000000000005,0,0,-1.6,-3,-3.0000000000000004,-0.05300000000000005,-37,-1,-4,5,0,0,-4,2
Sean Murphy,OAK,-4,-3,-7.299999999999999,0,1.5,2.299999999999997,-0.0020000000000000018,-0.019000000000000017,-0.03799999999999998,-0.05800000000000005,-0.035999999999999976,5.300000000000001,-0.019999999999999962,0,0,0.2,-2,-1.9000000000000001,-0.03600000000000003,-25,6,-2,-2,-2,-2,1,2
Aaron Judge,NYY,-17,0.1999999999999993,7.800000000000001,-0.13,1,-13.5,-0.04300000000000001,-0.030999999999999972,-0.11099999999999999,-0.14200000000000013,-0.068,0.9000000000000004,0.010999999999999982,0,0.1,0.2,-4,-2.3000000000000003,-0.034999999999999976,-24,-5,-6,-2,-3,1,1,2
Alex Bregman,HOU,-8,-2.5999999999999996,4.399999999999999,-0.6,0.9999999999999991,10.499999999999996,0.02400000000000002,-0.01100000000000001,0.023999999999999966,0.0129999999999999,0,-1.1999999999999997,0.05299999999999999,0,0,0,-2,-0.8999999999999999,-0.007000000000000006,-5,-6,0,-3,-1,4,0,2
Alec Bohm,PHI,-32,-0.3999999999999999,0.9000000000000021,-0.020000000000000018,0.9000000000000004,0,0.10399999999999998,0.10499999999999998,0.21100000000000008,0.31600000000000006,0.10700000000000001,1.7999999999999998,0.09899999999999998,-0.2,0.1,0.4,2,5.4,0.127,86,-1,-4,-1,1,0,0,2
Mark Canha,NYM,-9,-4.399999999999999,2.8999999999999986,-0.3400000000000001,0.9000000000000004,17.1,0.008000000000000007,-0.010000000000000009,-0.05600000000000005,-0.06499999999999995,-0.06400000000000002,-2.0999999999999996,0.03999999999999998,0,-0.09999999999999998,-0.2,-2,-1.4,-0.02300000000000002,-15,-1,-1,-4,-1,-7,-1,2
Nolan Gorman,STL,-13,11.6,-3.599999999999998,0.43000000000000005,0.9000000000000004,-10.599999999999998,-0.028000000000000025,0.043999999999999984,-0.013000000000000012,0.030999999999999917,0.013999999999999985,-0.19999999999999996,-0.04200000000000001,0,0,0,0,1.2000000000000002,0.020999999999999963,14,-1,-5,6,-1,-3,0,2
Marcus Semien,TEX,-1,-3.9000000000000004,-5.199999999999999,-0.09999999999999998,0.8999999999999986,-1.6000000000000014,-0.05499999999999999,-0.07600000000000001,0.052999999999999936,-0.02300000000000002,0.10699999999999998,5.1,-0.11899999999999997,0,0,0.39999999999999997,-2,-1.5,-0.025000000000000022,-18,4,-4,-3,1,7,0,2
Andrew Vaughn,CHW,-19,-9.4,2.9000000000000004,-0.66,0.7999999999999998,-3.1000000000000014,-0.17799999999999996,-0.20900000000000002,-0.16000000000000003,-0.36700000000000005,0.019000000000000003,1.8,-0.21200000000000002,0,0,0.1,-12,-9.2,-0.16299999999999998,-114,3,-15,-8,0,0,0,2
Chad Pinder,OAK,-1,3,7,0.08,0.7999999999999998,21.700000000000003,-0.018000000000000016,0.006000000000000005,0.171,0.177,0.19000000000000003,1.6,-0.07000000000000003,0,0,0,2,2,0.07200000000000001,50,3,-1,1,2,7,0,2
Eric Hosmer,SDP,-16,-3.0999999999999996,-7.599999999999998,0.03999999999999998,0.5999999999999996,0.8999999999999986,0.07100000000000001,0.044999999999999984,-0.040999999999999925,0.0030000000000000027,-0.112,-1.9999999999999998,0.09299999999999997,0.09999999999999998,0,0,-1,1.2000000000000002,0.014000000000000012,8,-7,1,-3,-2,-2,0,2
Ji-Man Choi,TBR,-9,10.4,6.300000000000001,0.22999999999999998,0.5999999999999996,-1.3999999999999986,-0.06999999999999995,0.01599999999999996,-0.11499999999999999,-0.09899999999999998,-0.04400000000000001,-0.20000000000000007,-0.020000000000000018,0,-0.1,0,-2,-1.6000000000000005,-0.02200000000000002,-15,-2,-7,4,-1,-3,0,2
C.J. Cron,COL,-22,0.6999999999999993,-1.1999999999999993,0.04999999999999999,0.5,-0.3999999999999986,0.023999999999999966,0.05399999999999999,0.07800000000000007,0.133,0.05399999999999999,-4.3,0.020000000000000018,-0.09999999999999998,0.1,0,0,1.8999999999999995,0.05700000000000005,38,-8,-5,-1,0,3,0,2
Martin Maldonado,HOU,5,-1.200000000000001,10.400000000000002,-0.11999999999999997,0.5,-10.5,0.024999999999999994,0.013000000000000012,0.129,0.1419999999999999,0.10400000000000001,0,0.03899999999999998,-0.09999999999999998,0,0,2,1.8,0.051999999999999935,37,2,2,0,2,3,0,2
Taylor Walls,TBR,-9,2.8,7.5,0.04000000000000001,0.5,-14.100000000000001,-0.05499999999999999,-0.015000000000000013,-0.10099999999999998,-0.11599999999999999,-0.04600000000000003,0.40000000000000036,-0.055999999999999994,0,0,-0.2,-3,-1.3000000000000003,-0.04100000000000001,-29,0,-5,1,0,0,1,2
Brendan Rodgers,COL,-7,2.1000000000000005,-5.5,0.37,0.40000000000000036,-11.899999999999999,0.05299999999999999,0.056999999999999995,0.04300000000000004,0.09999999999999998,-0.010000000000000009,-4.1000000000000005,0.006000000000000005,-0.09999999999999998,0.09999999999999998,-0.1,2,2.5999999999999996,0.04299999999999998,29,-3,1,1,2,5,0,2
Xander Bogaerts,BOS,5,9.4,0.10000000000000142,0.5200000000000001,0.3000000000000007,-3.4000000000000057,-0.13899999999999998,-0.04300000000000004,-0.13400000000000006,-0.17600000000000016,0.0050000000000000044,1.1999999999999997,-0.176,0,0,0.19999999999999998,-2,-3.4,-0.065,-46,2,-9,7,1,0,1,2
Connor Joe,COL,-6,-0.3999999999999986,-0.7999999999999972,0,0.30000000000000027,14.600000000000001,-0.089,-0.05400000000000005,-0.007000000000000006,-0.06099999999999994,0.08200000000000002,5.3999999999999995,-0.11100000000000004,0,0,0.19999999999999998,-3,-1.7000000000000002,-0.02899999999999997,-19,3,-7,-1,-1,3,1,2
Owen Miller,CLE,-8,3.8,-2.299999999999997,0.21999999999999997,0.2999999999999998,0.8000000000000007,-0.009000000000000008,0.047000000000000014,-0.05400000000000002,-0.007000000000000006,-0.045000000000000005,-3.5,0.0010000000000000009,0,0,-0.30000000000000004,0,1.7000000000000002,0.023999999999999994,17,-2,-2,2,0,-4,-1,2
Shohei Ohtani,LAA,-13,8.7,-0.09999999999999787,0.39000000000000007,0.1999999999999993,6.299999999999997,-0.08299999999999999,0,-0.131,-0.1299999999999999,-0.04799999999999999,2,-0.08299999999999996,0,0,0.6,-4,-2.9000000000000004,-0.03700000000000003,-26,-4,-9,4,-2,-6,3,2
Austin Nola,SDP,-2,-7.1,-6.8999999999999995,-0.16000000000000014,0,-30.200000000000003,-0.12699999999999995,-0.15900000000000003,-0.24300000000000002,-0.4,-0.11600000000000002,-0.7,-0.144,0,0,0.1,-5,-5.6,-0.176,-120,-4,-4,-3,-1,-5,0,2
Brandon Belt,SFG,7,-11.499999999999998,-14.399999999999999,-0.17000000000000004,0,15.400000000000002,0.08600000000000002,-0.019000000000000017,0.15400000000000003,0.136,0.068,-0.10000000000000009,0,0,0,0,3,1.7,0.049000000000000044,34,1,5,-3,1,3,0,2
Ehire Adrianza,WSN,2,5.199999999999999,-1.5,0.22,0,4.300000000000001,0.06999999999999998,0.09999999999999998,0.07,0.17100000000000004,0.0010000000000000009,3.4,0.08699999999999997,0.1,0,0.2,3,2,0.07700000000000001,52,1,2,2,0,1,1,2
Emmanuel Rivera,KCR,-7,5.4,-15.5,0.67,0,3.1000000000000014,0.22199999999999998,0.23400000000000004,0.378,0.6109999999999999,0.15400000000000003,-0.7999999999999998,0.175,0,0,0,8,8.8,0.256,180,7,7,2,2,1,0,2
Jeff McNeil,NYM,-7,-1.0999999999999996,11.600000000000001,-0.36999999999999994,0,-25.300000000000004,-0.184,-0.183,-0.29500000000000004,-0.479,-0.11,1,-0.15799999999999997,-0.09999999999999998,0,0.1,-8,-7.300000000000001,-0.195,-132,-2,-9,-1,-1,-5,0,2
Jon Berti,MIA,-8,1.0999999999999996,-8.2,0.25,0,0,-0.08399999999999996,-0.08099999999999996,-0.10799999999999998,-0.18899999999999995,-0.024,-3.0999999999999996,-0.15200000000000002,-0.09999999999999998,0,-1.5999999999999999,-5,-4.1,-0.07999999999999996,-54,-4,-7,0,0,-3,-8,2
Jorge Mateo,BAL,-5,0.7999999999999989,-4.4999999999999964,0.06999999999999995,0,9.699999999999996,-0.0020000000000000018,-0.01100000000000001,0.059,0.04899999999999993,0.062,3,-0.035999999999999976,0,0,0.3,0,0.4999999999999999,0.009000000000000008,7,-1,-1,0,0,1,-3,2
Jose Azocar,SDP,1,-3.3,2.3999999999999986,-0.18999999999999995,0,-1.1999999999999993,-0.10800000000000001,-0.129,-0.21200000000000002,-0.34199999999999997,-0.10400000000000001,-5,-0.13200000000000003,0,0,0.2,-3,-3.8000000000000003,-0.14200000000000002,-96,-1,-3,-1,0,-1,-1,2
Luis Arraez,MIN,3,-0.40000000000000036,3.8999999999999995,-0.6399999999999999,0,5,0.025999999999999968,0.026000000000000023,-0.045999999999999985,-0.019999999999999907,-0.07200000000000001,3.3000000000000003,0.08499999999999996,0,0.1,-0.4,0,-0.19999999999999973,-0.007000000000000006,-5,2,3,0,-3,-10,0,2
Nick Gordon,MIN,10,1.7000000000000002,13.2,-0.03,0,-12,0.056999999999999995,0.09999999999999998,0.20100000000000007,0.30100000000000005,0.14300000000000002,-0.6000000000000001,0.14300000000000002,0,0,0.4,5,3.9,0.124,87,3,4,1,1,2,0,2
Nicky Lopez,KCR,21,0.7999999999999998,-1.9000000000000004,0.07999999999999999,0,-0.5999999999999979,0.13699999999999998,0.133,0.181,0.31299999999999994,0.04300000000000001,-0.7999999999999998,0.14699999999999996,0.19999999999999996,0,-0.7,7,4.1000000000000005,0.13099999999999998,92,4,11,1,0,5,-1,2
Steven Kwan,CLE,20,3.3,2.9000000000000004,0.08999999999999997,0,-4.799999999999999,-0.09799999999999998,-0.04300000000000004,-0.07800000000000001,-0.12,0.022,-2.2,-0.08700000000000002,0.1,0,0.2,0,-1.8,-0.03699999999999998,-26,0,-2,4,0,1,-1,2
Santiago Espinal,TOR,-4,1.7000000000000002,-10.5,0.4599999999999999,-0.10000000000000009,-3.299999999999997,0.10899999999999999,0.11499999999999996,0.11500000000000005,0.23099999999999998,0.0059999999999999915,0.8999999999999999,0.08999999999999997,0,0,0.4,6,5.8,0.10099999999999995,71,-5,6,1,0,-2,2,2
Andrew McCutchen,MIL,-6,-8,2.6999999999999993,-0.7100000000000001,-0.1999999999999993,25.4,-0.061999999999999944,-0.129,-0.069,-0.19799999999999984,-0.007000000000000006,-0.19999999999999973,-0.07199999999999995,0.10000000000000003,0.1,0.2,-6,-5.1,-0.08800000000000008,-59,-3,-3,-6,0,-1,-1,2
Bryson Stott,PHI,0,8.600000000000001,-12.1,1.73,-0.20000000000000018,33.8,0.096,0.15499999999999997,0.07100000000000001,0.22599999999999998,-0.02500000000000001,1.9999999999999996,0.08299999999999999,0,0,0.7,5,5,0.10699999999999996,73,3,4,5,0,0,2,2
Jose Trevino,NYY,4,-5.4,13,-0.65,-0.20000000000000018,21,-0.07500000000000001,-0.12399999999999994,-0.10800000000000004,-0.23199999999999998,-0.033,1.8,-0.015000000000000013,0,0,0,-3,-3.4000000000000004,-0.10199999999999995,-72,1,-1,-2,-1,0,0,2
Austin Riley,ATL,4,3.8,-9.7,0.26,-0.29999999999999893,13.5,0.18100000000000002,0.15999999999999998,0.36200000000000004,0.522,0.18100000000000002,-0.8999999999999999,0.17900000000000005,0,0,0,13,12.1,0.20500000000000002,139,4,13,3,3,5,0,2
Luis Garcia,WSN,-12,0.20000000000000018,1.8999999999999986,0,-0.29999999999999893,-5.300000000000001,-0.008000000000000007,-0.019999999999999962,-0.030000000000000027,-0.050000000000000044,-0.02200000000000002,2,0.015000000000000013,0,0,0.20000000000000007,-2,-1.5,-0.027000000000000024,-18,-5,-4,0,-2,-2,1,2
Byron Buxton,MIN,8,-4.200000000000001,10.299999999999997,-0.22,-0.40000000000000213,9.699999999999996,-0.10699999999999998,-0.13299999999999995,-0.33499999999999996,-0.4680000000000001,-0.22799999999999998,4.1,-0.057999999999999996,0,0,0.2,-8,-8.8,-0.183,-128,-1,-4,-2,-3,-2,1,2
Leury Garcia,CHW,6,-0.5000000000000004,-4.799999999999997,0.020000000000000018,-0.6000000000000001,-12.400000000000002,0.07600000000000001,0.06999999999999998,0.093,0.16199999999999998,0.018000000000000002,-0.20000000000000018,0.08399999999999996,0,0,-0.1,3,2.3,0.07,48,1,5,0,0,2,0,2
Marcell Ozuna,ATL,-2,-1.200000000000001,-2.3999999999999986,-0.010000000000000009,-0.7000000000000011,-2,0.012999999999999984,-0.007000000000000006,-0.023999999999999966,-0.031000000000000028,-0.038000000000000006,-1.9000000000000001,0.033,0,0,0,0,-0.6,-0.010000000000000009,-7,-6,1,-1,-1,-2,0,2
Nolan Arenado,STL,-4,1.9000000000000004,2.1999999999999993,0.039999999999999925,-0.8000000000000007,-9.600000000000001,0.02999999999999997,0.051000000000000045,0.006999999999999895,0.05799999999999994,-0.02300000000000002,2.5,0.045999999999999985,0,0,-0.19999999999999998,0,1,0.02300000000000002,16,-4,0,1,0,1,1,2
Kyle Tucker,HOU,-7,-0.29999999999999893,11.899999999999999,-1.3599999999999999,-0.9000000000000004,9.299999999999997,-0.05400000000000002,-0.05399999999999999,-0.18099999999999994,-0.23399999999999999,-0.126,-0.20000000000000018,-0.005999999999999978,0,0,-0.7999999999999999,-6,-5.1000000000000005,-0.09100000000000003,-64,1,-5,-1,-2,-5,-2,2
Eric Haase,DET,8,6.4,1.5999999999999979,0.21,-1,8.299999999999997,0.04799999999999993,0.08100000000000002,0.18199999999999994,0.262,0.13299999999999998,-3.1999999999999997,0.018000000000000016,0,-0.1,0,5,3.6999999999999997,0.10000000000000003,70,2,3,3,3,5,0,2
Matt Olson,ATL,-2,-2.3999999999999995,15.099999999999998,-0.3,-1,-15.799999999999997,0.024999999999999994,0.007999999999999952,0.08000000000000002,0.08700000000000008,0.05399999999999999,0.8,0.07999999999999999,0,0,-0.1,2,2.4,0.04099999999999998,27,4,2,-2,2,2,0,2
Jonathan India,CIN,20,-1.3000000000000003,5.5,-0.09000000000000001,-1.1,-4.300000000000001,0.10200000000000001,0.033,0.146,0.179,0.04500000000000001,0.7999999999999998,0.15000000000000002,-0.1,0,-0.09999999999999998,4,1.8,0.060000000000000026,40,6,9,0,1,5,0,2
Nomar Mazara,SDP,-20,3.000000000000001,-2,0.19,-1.2000000000000002,-5.5,0.09199999999999997,0.09300000000000003,0.09899999999999998,0.19200000000000006,0.006999999999999992,-0.09999999999999987,0.10300000000000004,0,0,0,0,2.4000000000000004,0.08100000000000007,55,-1,-2,0,0,-3,0,2
Tommy Edman,STL,-18,-5.6,-3.1999999999999993,-0.24999999999999994,-1.2000000000000002,4.099999999999998,-0.068,-0.11299999999999999,-0.122,-0.23399999999999993,-0.052000000000000005,-0.20000000000000018,-0.08399999999999999,-0.19999999999999996,0,-0.1,-7,-5.5,-0.10799999999999998,-73,-7,-8,-5,-2,-4,-1,2
Josh Naylor,CLE,-19,-6.500000000000001,-7.900000000000002,-0.18,-1.200000000000001,-2.1000000000000014,-0.025000000000000022,-0.07099999999999995,-0.043999999999999984,-0.1150000000000001,-0.01899999999999999,-3.0999999999999996,-0.10599999999999996,0.09999999999999998,0.09999999999999998,-0.1,-4,-2.5,-0.044999999999999984,-31,-3,-5,-5,1,-6,-1,2
DJ LeMahieu,NYY,-1,4.299999999999999,0.09999999999999964,0.3699999999999999,-1.4000000000000004,16.2,0.030999999999999972,0.06,0.02100000000000002,0.08100000000000007,-0.011999999999999997,4.4,0.04499999999999993,0,0,0.6,2,2.3,0.040000000000000036,28,6,1,3,0,-1,3,2
Jose Ramirez,CLE,7,0.8000000000000007,10.7,-0.33999999999999997,-1.4999999999999998,6.900000000000002,-0.057999999999999996,-0.043999999999999984,-0.121,-0.16700000000000004,-0.064,-3.9999999999999996,-0.006000000000000005,0,0,-0.8,-3,-3.3,-0.059,-42,-6,-2,1,-1,-5,-4,2
Andrew Benintendi,KCR,-5,2.1999999999999993,0.9000000000000004,0.09999999999999998,-1.5,7.600000000000001,0.158,0.14900000000000002,0.119,0.268,-0.03899999999999999,-1.9,0.199,0,0,-0.7999999999999999,5,6.5,0.11299999999999999,80,0,8,1,-1,8,0,2
Charlie Blackmon,COL,-6,2,-2.599999999999998,0.12,-1.6000000000000005,-7.4999999999999964,0.02999999999999997,0.045999999999999985,0.03799999999999992,0.08399999999999996,0.00799999999999998,-2.4000000000000004,0.03200000000000003,0,0,-0.2,1,1.6000000000000005,0.03500000000000003,24,0,0,1,0,-2,-1,2
J.P. Crawford,SEA,-28,-3.7,-8.1,0.11999999999999988,-1.7,7.400000000000002,0.04999999999999999,0.01799999999999996,0.043999999999999984,0.061999999999999944,-0.0050000000000000044,0.2999999999999998,0.02300000000000002,0,0,-0.4,-2,1.9,0.019000000000000017,14,3,-3,-4,0,-1,-2,2
Yonathan Daza,COL,-29,1.2999999999999998,1.299999999999999,0.06,-1.7,-10.399999999999999,-0.13299999999999998,-0.11499999999999996,-0.16699999999999998,-0.2829999999999999,-0.034,-0.10000000000000009,-0.14999999999999997,0,0,0.5,-8,-4.2,-0.11699999999999999,-79,-4,-14,-1,0,0,0,2
Alek Thomas,ARI,-16,-6.3,0.5,-0.32,-1.7000000000000002,2.1000000000000014,-0.08999999999999997,-0.13199999999999998,-0.014000000000000012,-0.14600000000000002,0.07600000000000003,-1.2000000000000002,-0.127,-0.09999999999999998,-0.1,-1.1,-6,-3.5,-0.07499999999999996,-51,-7,-8,-5,0,1,-4,2
Jurickson Profar,SDP,-46,2.8000000000000007,-8.8,2.5,-1.7000000000000002,-24.000000000000004,-0.12200000000000003,-0.067,-0.22300000000000003,-0.29000000000000015,-0.10099999999999999,-2.1999999999999997,-0.14100000000000001,0,0,-0.30000000000000004,-11,-6,-0.10099999999999998,-68,-14,-16,-5,-2,-11,0,2
Austin Hays,BAL,-13,0.30000000000000004,-0.40000000000000213,0.009999999999999995,-1.799999999999999,-9.099999999999994,-0.12600000000000003,-0.10299999999999998,-0.33899999999999997,-0.443,-0.213,-4.300000000000001,-0.13,-0.10000000000000003,0,0.4,-10,-8.8,-0.176,-123,-9,-11,0,-3,-15,0,2
Yuli Gurriel,HOU,-6,0.7999999999999998,-2.1000000000000014,0.20000000000000007,-1.7999999999999998,4.300000000000004,0.07500000000000001,0.061999999999999944,0.03699999999999998,0.09899999999999998,-0.036000000000000004,-1.6,0.07900000000000001,0,0,-0.30000000000000004,1,2.1,0.04399999999999993,31,4,3,0,0,3,-1,2
Cedric Mullins II,BAL,1,6.8999999999999995,-5.799999999999999,0.75,-1.8,-10.200000000000003,0.023999999999999966,0.07400000000000001,0.08100000000000002,0.15500000000000003,0.056999999999999995,-1.9000000000000004,0,0,0,-1,4,3.6999999999999997,0.065,46,2,0,5,0,1,-3,2
Cesar Hernandez,WSN,-7,12.8,-1.299999999999999,0.83,-1.8,-5.399999999999999,-0.128,-0.018000000000000016,-0.15100000000000002,-0.16800000000000004,-0.023,-5.3999999999999995,-0.15000000000000002,0,0,-0.2,-3,-2.1,-0.046999999999999986,-32,-3,-10,8,0,-2,-1,2
Mookie Betts,LAD,12,5.6,0.5,0.22999999999999998,-1.8000000000000007,-13.900000000000006,0.15600000000000003,0.20500000000000002,0.361,0.5650000000000001,0.20500000000000004,2.5,0.16999999999999998,0,0,0,8,6.9,0.23299999999999998,157,8,7,3,2,6,0,2
Diego Castillo,PIT,-12,0.9000000000000004,4,0.020000000000000004,-1.8999999999999986,-10.200000000000003,0.124,0.11400000000000002,0.09699999999999998,0.21000000000000008,-0.027000000000000024,-1.8,0.26799999999999996,0,0,0,2,3.6999999999999997,0.08599999999999994,58,-2,4,0,-2,-1,0,2
Nick Senzel,CIN,-6,4.300000000000001,-3.5,0.36,-1.8999999999999995,0.20000000000000284,0.144,0.14100000000000001,0.252,0.393,0.10800000000000001,-4.8,0.135,0,0,-1.2,7,7.199999999999999,0.16000000000000003,109,1,6,2,2,2,-4,2
Alex Verdugo,BOS,3,2.5999999999999996,-3.3000000000000007,0.5,-1.9000000000000001,-5.600000000000001,0.07199999999999995,0.08500000000000002,0.009000000000000008,0.09500000000000008,-0.064,0.6000000000000001,0.08399999999999996,0,0,0.2,3,2.5999999999999996,0.046999999999999986,33,-5,5,2,-1,-3,1,2
Abraham Toro,SEA,-7,7.3,-0.9000000000000021,0.32999999999999996,-2,0.3999999999999986,0.07100000000000001,0.119,0.185,0.30399999999999994,0.11400000000000002,-2.4,0.065,0,0,-0.2,5,5.3,0.12799999999999997,90,3,1,3,1,2,-1,2
Albert Almora Jr.,CIN,-18,3.1,14.600000000000001,0.05000000000000002,-2,6.5,-0.095,-0.04400000000000001,-0.291,-0.33399999999999996,-0.195,-2.3999999999999995,-0.025000000000000022,0.2,0,0.4,-6,-3.6999999999999997,-0.12100000000000002,-82,-3,-8,1,-3,-6,0,2
Brendan Donovan,STL,-24,-1.5999999999999996,-0.9000000000000021,-0.06000000000000005,-2,-8.900000000000002,-0.10800000000000004,-0.119,-0.07499999999999996,-0.19499999999999995,0.031,2.2,-0.17900000000000002,0.10000000000000003,0,-0.4,-7,-4.6,-0.08999999999999997,-61,-7,-11,-3,1,-7,0,2
Christian Vazquez,BOS,8,-0.8000000000000007,8.1,-0.44000000000000006,-2.0999999999999996,17.4,0.031000000000000028,0.03799999999999998,-0.02699999999999997,0.01200000000000001,-0.057999999999999996,-1.1999999999999997,0.09199999999999997,-0.19999999999999996,0,0.19999999999999998,1,0.8,0.012999999999999956,8,2,4,0,-1,-2,-1,2
Michael Chavis,PIT,-21,-5.3999999999999995,8.999999999999996,-0.2,-2.0999999999999996,23.299999999999997,-0.03799999999999998,-0.07999999999999999,0.0030000000000000027,-0.07699999999999996,0.04100000000000001,-0.8,-0.031,0.1,-0.1,0.1,-4,-0.8999999999999999,-0.04200000000000001,-28,-4,-5,-4,-1,-1,0,2
Victor Reyes,DET,-9,5.1,-5.4,0.32999999999999996,-2.0999999999999996,-13.399999999999999,0.061999999999999944,0.08799999999999997,0.18,0.268,0.11800000000000001,-2.3,0.025000000000000022,0,-0.1,0.5,3,3.9,0.10999999999999996,78,-2,-1,2,1,5,0,2
Yandy Diaz,TBR,7,6.1,-8.5,1.2200000000000002,-2.2,6,0.262,0.276,0.393,0.6710000000000002,0.131,-0.19999999999999996,0.26,0,0,0,17,15.3,0.271,190,6,16,5,0,6,0,2
Michael Harris II,ATL,-2,1.5999999999999996,-3.8999999999999986,0.09000000000000001,-2.200000000000001,0,-0.14599999999999996,-0.126,-0.19899999999999995,-0.32499999999999996,-0.05299999999999999,-0.7999999999999989,-0.246,0,0,0.7,-7,-7.1,-0.134,-91,-2,-10,1,1,-1,3,2
Pete Alonso,NYM,1,-3.200000000000001,5.800000000000001,-0.31000000000000005,-2.200000000000001,2.0999999999999943,-0.06,-0.08099999999999996,-0.29,-0.371,-0.22999999999999998,-2.3000000000000003,0.04200000000000001,0,0,0.3,-7,-7.5,-0.14400000000000002,-98,-7,-2,-2,-5,-10,-1,2
Harold Castro,DET,-14,13.5,4,0.63,-2.4,-13.3,-0.09200000000000003,-0.002999999999999947,-0.173,-0.17599999999999993,-0.082,-4.2,-0.09999999999999998,0.1,0,0,-3,-1.4000000000000001,-0.05500000000000002,-38,-4,-8,5,0,-5,0,2
Luis Guillorme,NYM,-8,5.4,-3.6000000000000014,0.44999999999999996,-2.5,-9.3,0.017000000000000015,0.05499999999999994,0.15000000000000002,0.20499999999999996,0.13400000000000004,-0.7000000000000001,-0.01200000000000001,0.10000000000000003,0,0.1,2,2.9,0.07599999999999996,51,-1,-2,2,1,2,0,2
Miguel Cabrera,DET,1,8.2,-8.7,0.45,-2.5,-10.899999999999999,-0.04300000000000001,-0.004999999999999949,-0.04099999999999998,-0.04599999999999993,0.0019999999999999983,2.8000000000000003,-0.10599999999999998,-0.09999999999999998,0,0.2,-1,-0.8999999999999999,-0.018000000000000016,-13,1,-4,5,0,7,1,2
Darin Ruf,SFG,-14,2.5999999999999996,5.399999999999999,0.040000000000000036,-2.5999999999999996,14.300000000000004,-0.016000000000000014,0.010000000000000009,-0.09800000000000003,-0.08799999999999997,-0.08099999999999999,1,0.04999999999999999,-0.1,0.1,0,-3,-1.2,-0.02899999999999997,-19,-1,-4,0,-2,-3,0,2
Jesus Aguilar,MIA,9,1.4,1.6999999999999993,0.07,-2.5999999999999996,-0.9000000000000057,-0.043999999999999984,-0.02200000000000002,-0.13000000000000006,-0.15300000000000002,-0.08600000000000002,2.4999999999999996,-0.031000000000000028,-0.09999999999999998,0,0.1,-2,-3.2,-0.059,-40,-1,-1,1,-1,-3,1,2
Raimel Tapia,TOR,-19,5.6,6.699999999999999,0.29000000000000004,-2.5999999999999996,-7.199999999999996,0.05499999999999994,0.09299999999999997,0.0040000000000000036,0.09700000000000009,-0.05199999999999999,-0.7000000000000002,0.11099999999999999,-0.2,0,0,-1,1.2000000000000002,0.04899999999999999,34,-3,-4,2,-1,-4,0,2
Geraldo Perdomo,ARI,-6,-2.5,-13.399999999999999,0.37,-2.6,-7.300000000000001,0.05100000000000002,0.025999999999999995,-0.05500000000000002,-0.029000000000000026,-0.106,2.9,0.059,-0.10000000000000003,0,-0.3,-1,0,-0.009000000000000008,-7,3,2,-2,-2,-6,1,2
Ke'Bryan Hayes,PIT,13,3.2,-13.599999999999998,0.28,-2.6,-5.799999999999997,0.017000000000000015,0.04100000000000001,-0.07799999999999996,-0.03700000000000003,-0.09500000000000003,-2.0999999999999996,-0.021999999999999992,0,0,0.5,1,-0.8999999999999995,-0.0040000000000000036,-2,0,3,3,0,-1,1,2
Adley Rutschman,BAL,5,11.2,7.4,0.41000000000000003,-2.6999999999999993,-11.899999999999999,-0.10799999999999998,-0.01200000000000001,-0.19599999999999995,-0.20900000000000007,-0.08800000000000002,3.5999999999999996,-0.10199999999999998,0,0,0.1,-2,-3.0999999999999996,-0.07300000000000001,-51,3,-6,7,0,-1,1,2
Rafael Ortega,CHC,9,0.1999999999999993,-15.7,0.32,-2.700000000000001,-2.6999999999999957,-0.095,-0.07599999999999996,-0.15900000000000003,-0.236,-0.064,7.5,-0.16399999999999998,-0.10000000000000003,0,0.6,-3,-3.7,-0.10099999999999995,-68,-1,-3,1,-2,5,3,2
